PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7664,393526,421899000551,126515001,2410,241,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,Girard Academic Music Program (GAMP),GAMP,1914,Middle-High,Special Admit,05-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,2,"39.92210463, -75.18256439",N/A,2136 W RITNER ST,PHILADELPHIA,PA,19145,215-400-8230,215-400-8231,https://gamp.philasd.org/,MS JOVAN MOORE,Network 1,TED DOMERS,Jaemin Kall,jkall@philasd.org,215-400-5867,0,0,0,0,0,1,1,1,1,1,1,1,1
3635,,421899003635,126515001,2450,245,EDWIN M. STANTON SCHOOL,Edwin M. Stanton School,"Stanton, Edwin M. School",Stanton,1926,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,2,"39.940503, -75.171017",N/A,901 S. 17TH ST.,PHILADELPHIA,PA,19146,215-400-7960,215-400-7961,https://emstanton.philasd.org/,MRS STACEY BURNLEY,Network 10,ARIEL LAJARA,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
5186,,421899005186,126515001,2470,247,ALBERT M. GREENFIELD SCHOOL,Albert M. Greenfield School,"Greenfield, Albert M. School",Greenfield,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,2,"39.95227234, -75.17739206",N/A,2200 CHESTNUT ST,PHILADELPHIA,PA,19103,215-400-7810,215-400-7811,https://greenfield.philasd.org/,MR DANIEL LAZAR,Network 3,SONYA HARRISON,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
3805,,421899003805,126515001,2480,248,CHESTER A. ARTHUR SCHOOL,Chester A. Arthur School,"Arthur, Chester A. School",Arthur,1964,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,2,"39.94190083, -75.17569882",N/A,2000 CATHARINE ST,PHILADELPHIA,PA,19146,215-400-7940,215-400-7941,https://arthur.philasd.org/,DR MARY LIBBY,Network 10,ARIEL LAJARA,LuQman Abdullah,labdullah@philasd.org,215-400-5852,1,1,1,1,1,1,1,1,1,0,0,0,0
7225,,421899003636,126515001,2490,249,LAURA W. WARING SCHOOL,Laura W. Waring School,"Waring, Laura W. School",Waring,1956,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,5,"39.96491939, -75.1677006",N/A,1801 GREEN ST,PHILADELPHIA,PA,19130,215-400-7560,215-400-7561,https://waring.philasd.org/,MS AMANDA STRAIN,Network 3,SONYA HARRISON,Muminah Cunningham,mcunningham@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
3642,,421899003642,126515001,2510,251,"COPPIN, FANNY JACKSON SCHOOL",Fanny Jackson Coppin School,"Jackson Coppin, Fanny School",Jackson Coppin,1925,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.934623, -75.163481",N/A,1213 S 12TH ST,PHILADELPHIA,PA,19147,215-400-7970,215-400-7971,https://jackson.philasd.org/,MS KELLY ESPINOSA,Network 10,ARIEL LAJARA,Gerri Dunham-Collazo,gdunhamcollazo@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
7227,,421899003644,126515001,2520,252,A.S. JENKS ACADEMICS PLUS SCH,Abram S. Jenks School,"Jenks, Abram S. School","Jenks, A.S",1897,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.918773, -75.168367",N/A,2501 S 13TH ST,PHILADELPHIA,PA,19148,215-400-8240,215-400-8241,https://asjenks.philasd.org/,MS SIOUDA DOUGLAS,Network 10,ARIEL LAJARA,Troy Sanders,tlsanders@philasd.org,215-400-5899,1,1,1,1,1,1,0,0,0,0,0,0,0
N/A,392791,,126515001,2530,253,PHILA JUV JUSTICE SVCS CTR,Phila. Juv. Justice Services Ctr.,Philadelphia Juvenile Justice Services Center,PJJSCS,2012,Transition/Overage School,Alternative,00-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,Justice,N/A,N/A,,Programs,0,,3,"39.96136565, -75.21572624",N/A,91 N 48TH ST,PHILADELPHIA,PA,19139,215-683-3495,215-471-2787,https://pjjsc.philasd.org/,MS DEANA RAMSEY,Innovation,RYAN SCALLON,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7228,,421899003646,126515001,2540,254,FRANCIS SCOTT KEY SCHOOL,Francis S. Key School,"Key, Francis S. School",Key,1889,Elementary,Neighborhood,00-06,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.9213857, -75.1601961",N/A,2230 S 8TH ST,PHILADELPHIA,PA,19148,215-400-8250,215-400-8251,https://key.philasd.org/,MS PAULINE CHEUNG,Network 10,ARIEL LAJARA,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,1,1,0,0,0,0,0,0
3647,,421899003647,126515001,2580,258,ELIZA B. KIRKBRIDE SCHOOL,Eliza B. Kirkbride School,"Kirkbride, Eliza B. School",Kirkbride,1926,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.930020, -75.156466",N/A,1501 S 7TH ST,PHILADELPHIA,PA,19147,215-400-7980,215-400-7981,https://kirkbride.philasd.org/,MS REBECCA JULIEN,Network 10,ARIEL LAJARA,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,1,1,1,0,0,0,0
3650,,421899003650,126515001,2590,259,GEORGE W. NEBINGER SCHOOL,George W. Nebinger School,"Nebinger, George W. School",Nebinger,1925,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.936694, -75.153830",N/A,601 CARPENTER ST,PHILADELPHIA,PA,19147,215-400-8110,215-400-8111,https://nebinger.philasd.org/,MS AYANA TOWNSEND,Network 3,SONYA HARRISON,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,1,1,1,1,0,0,0,0
7904,393242,421899000962,126515001,2620,262,ACADEMY AT PALUMBO,Academy at Palumbo,Academy at Palumbo,Palumbo,2006,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,2,"39.94019787, -75.16194915",N/A,1100 CATHARINE ST,PHILADELPHIA,PA,19147,215-400-8130,215-400-8131,https://palumbo.philasd.org/,MS KIANA THOMPSON,Network 1,TED DOMERS,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,0,0,0,0,0,0,0,0,0,1,1,1,1
3653,,421899003653,126515001,2630,263,GEORGE SHARSWOOD SCHOOL,George W. Sharswood School,"Sharswood, George W. School",Sharswood,1906,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.91935714, -75.15055053",N/A,2300 S 2ND ST,PHILADELPHIA,PA,19148,215-400-8270,215-400-8271,https://sharswood.philasd.org/,MS LEIGH MCLINDEN,Network 10,ARIEL LAJARA,LuQman Abdullah,labdullah@philasd.org,215-400-5852,1,1,1,1,1,1,1,1,1,0,0,0,0
3654,,421899003654,126515001,2640,264,SOUTHWARK SCHOOL,Southwark School,Southwark School,Southwark,1905,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,,0,,1,"39.92637775, -75.16053168",N/A,1835 S 9TH ST,PHILADELPHIA,PA,19148,215-400-8280,215-400-8281,https://southwark.philasd.org/,MR ANDREW LUKOV,Network 10,ARIEL LAJARA,Jaemin Kall,jkall@philasd.org,215-400-5867,1,1,1,1,1,1,1,1,1,0,0,0,0
7906,393238,421899000923,126515001,2650,265,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy,Science Leadership Academy (SLA),SLA,2006,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,5,"39.963701, -75.162516",N/A,550 N BROAD ST,PHILADELPHIA,PA,19130,215-400-7830,215-400-7831,https://sla.philasd.org/,MR CHRISTOPHER LEHMANN,Innovation,RYAN SCALLON,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,0,0,0,0,0,0,0,0,0,1,1,1,1
7905,393250,421899001010,126515001,2670,267,CONSTITUTION HIGH SCHOOL,Constitution High School,Constitution High School,Constitution,2006,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.950252, -75.152336",N/A,18 S 7TH ST,PHILADELPHIA,PA,19106,215-400-7850,215-400-7851,https://constitutionhs.philasd.org/,MS BRIANNA DUNN,Network 1,TED DOMERS,Rasheeda Sloan,rsloan@philasd.org,215-400-5861,0,0,0,0,0,0,0,0,0,1,1,1,1
8330,393568,421899007524,126515001,2680,268,SCIENCE LDSHP ACADEMY @ BEEBER,The Science Leadership Academy at Beeber,Science Leadership Academy (SLA) at Beeber,SLA at Beeber,2014,Middle-High,Special Admit,05-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,0,,4,"39.98610221, -75.24192008",N/A,5925 MALVERN AVE,PHILADELPHIA,PA,19131,215-400-7270,215-400-7271,https://slabeeber.philasd.org/,MR CHRISTOPHER JOHNSON,Innovation,RYAN SCALLON,Gerri Dunham-Collazo,gdunhamcollazo@philasd.org,215-400-5857,0,0,0,0,0,1,1,1,1,1,1,1,1
3657,,421899003657,126515001,2690,269,JOHN H. TAGGART SCHOOL,John H. Taggart School,"Taggart, John H. School",Taggart,1917,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.91721223, -75.15452237",N/A,400 W PORTER ST,PHILADELPHIA,PA,19148,215-400-8290,215-400-8291,https://taggart.philasd.org/,MRS STEPHANIE MCKENNA,Network 3,SONYA HARRISON,Muminah Cunningham,mcunningham@philasd.org,215-400-5855,1,1,1,1,1,1,1,1,1,0,0,0,0
8294,,421899007511,126515001,2720,272,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,Vare-Washington School,Vare-Washington,1903,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,0,,1,"39.93427949, -75.15252649",N/A,1198 S 5TH ST,PHILADELPHIA,PA,19147,215-400-8120,215-400-8121,https://vare.philasd.org/,MS ALISON BARNES,Network 3,SONYA HARRISON,Catalina Monteiro,cmonteiro@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
N/A,,,126515001,3040,304,EXCEL MIDDLE YEARS ACADEMY,Excel Middle Years Academy,Excel Middle Years Academy,Excel Middle,2017,Transition/Overage School,Alternative,06-08,N/A,0,0,Contracted,Camelot Education,Alternate Schools,Continuation,N/A,N/A,,,0,,5,"39.99074371, -75.18402464",N/A,4300 WESTMINSTER AVE,PHILADELPHIA,PA,19104,215-436-0307,,https://sesischools.com/locations/excel-middle-years-academy/,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,0,0
N/A,,,126515001,3190,319,CROSSROADS @ HUNTING PARK,Crossroads at Hunting Park,Crossroads at Hunting Park,Crossroads @HP,2011,Transition/Overage School,Alternative,03-06,N/A,0,0,District,Phila Board of Education,Alternate Schools,Transition/Intervention,N/A,N/A,,,0,,7,"40.01425525, -75.12599679",N/A,4224 N FRONT ST,PHILADELPHIA,PA,19140,215-400-9060,215-400-9061,https://philasd.org/crossroads-huntingpark,MR JAMAL DENNIS,Innovation,RYAN SCALLON,N/A,N/A,N/A,0,0,0,1,1,1,1,0,0,0,0,0,0
N/A,393202,,126515001,3210,321,FRANKLIN HIGH SCHOOL EOP,Ben Franklin High School EOP,"Franklin, Benjamin High School - EOP",Franklin EOP,2012,Transition/Overage School,Alternative,09-12,N/A,0,0,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,0,,5,"39.962909, -75.159210",N/A,540 N 13TH ST,PHILADELPHIA,PA,19123,215-400-7600,,https://www.philasd.org/opportunitynetwork/benjamin-franklin-high-school-eop/,MS HOPE WORTHY,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,390079,,326510730,3240,324,LIGUORI ACADEMY - FORTIS,Liguori Academy-Fortis,Liguori Academy-Fortis,Liguori Fortis,2017,Transition/Overage School,Alternative,09-12,N/A,0,0,Contracted,Ligouri INC,Alternate Schools,Accelerated,N/A,N/A,,,0,,7,"39.994204, -75.111842",N/A,2332 E LEHIGH AVE,PHILADELPHIA,PA,19125,215-291-4700,215-291-5833,https://www.liguoriacademy.org/fortis-program,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,393251,,126515001,3290,329,EXCEL ACADEMY SOUTH,Excel Academy South,Excel Academy South,Excel South,2008,Transition/Overage School,Alternative,09-12,N/A,0,0,Contracted,Camelot Education,Alternate Schools,Accelerated,N/A,N/A,,,0,,7,"40.02608143, -75.10251944",N/A,4641 ROOSEVELT BLVD,PHILADELPHIA,PA,19124,215-904-6254,215-904-6282,http://cameloteducation.org/our-schools/accelerated-schools/excel-academy-south,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7510,393292,420001300318,126512840,3301,W01,COMMUNITY ACADEMY OF PHILA,Community Academy of Philadelphia Charter School,Community Academy of Philadelphia Charter School,Community Academy,1997,Elementary-Middle-High,Citywide,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,7,"40.00538049, -75.10735613",0,1100 E ERIE AVE,PHILADELPHIA,PA,19124,215-533-6700,215-533-6722,https://www.communityacademy.org,DR. ALBERTA O'BRIEN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7511,A10103,420001400319,126512850,3302,W02,HARAMBEE INSTITUTE OF SCIENCE,Harambee Institute of Science and Technology Charter School,Harambee Institute of Science and Technology Charter School,Harambee,1997,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,4,"39.97309111, -75.25171974",0,640 N 66TH ST,PHILADELPHIA,PA,19151,215-472-8770,215-472-9611,https://histcs.org,GREGORY SHANNON,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7513,393569,420001600324,126512870,3304,W04,YOUTHBUILD PHILA. CHARTER,YouthBuild Philadelphia Charter School,YouthBuild Philadelphia Charter School,Youthbuild,1997,High,Citywide With Criteria,12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,Programs,0,,5,"39.97290649, -75.15863287",0,1231 N BROAD ST,PHILADELPHIA,PA,19122,,,https://www.youthbuildphilly.org,SCOTT EMERICK,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1
7575,,420005200489,126513160,3306,W06,CHRISTOPHER COLUMBUS CHARTER,Christopher Columbus Charter School,Christopher Columbus Charter School,Christopher Columbus,1999,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,1,"39.93894574, -75.15824752",1,916 CHRISTIAN ST,PHILADELPHIA,PA,19147,215-925-7400,215-925-6851,https://www.columbuscharter.org/,ANTHONY ELIA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7564,,420004300405,126513100,3307,W07,DE HOSTOS CHARTER SCHOOL,Eugenio Maria De Hostos Charter School,Eugenio Maria De Hostos Charter School,De Hostos,1998,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,ASPIRA,Charter Schools,,N/A,N/A,,,0,,9,"40.04655012, -75.12324994",0,6301 N 2ND ST,PHILADELPHIA,PA,19120,215-455-2300,215-455-6312,https://hostoscharter.org/,ALBERTO VARGAS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7557,,420004200404,126513070,3308,W08,INQUIRY CHARTER SCHOOL,Inquiry Charter School,Inquiry Charter School,Inquiry,1998,Elementary,Citywide,00-05,00-08,1,0,Charter,Belmont Charter Network,Charter Schools,,N/A,N/A,,,0,,3,"39.97475234, -75.21252924",0,1301 BELMONT AVE,PHILADELPHIA,PA,19104,215-386-5768,215-386-5769,https://www.belmontcharternetwork.org/ics/,CLAIRE COHEN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
7542,393348,420003800393,126512980,3309,W09,IMHOTEP CHARTER SCHOOL,Imhotep Institute Charter High School,Imhotep Institute Charter High School,Imhotep,1998,High,Citywide,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,8,"40.049427, -75.154717",0,6201 N 21ST ST,PHILADELPHIA,PA,19138,215-438-4140,,https://www.imhotephighschool.com,JURY SEGERS,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7565,,420004400406,126513110,3310,W10,LAB SCH OF COMMUNICAT'N & LANG,Laboratory Charter School of Communication and Languages,Laboratory Charter School of Communication and Languages,Laboratory,1998,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"40.001404,-75.145662",1,926 W SEDGLEY AVE,PHILADELPHIA,PA,19140,215-574-1680,,https://www.thelaboratorycharterschool.com,KAREN NEWSOME,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7546,393393,420004000399,126513000,3312,W12,MULTI-CULTURAL ACADEMY,Multicultural Academy Charter School,Multicultural Academy Charter School,Multicultural Academy,1998,High,Citywide,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"40.01112725, -75.15073123",0,3821 N BROAD ST,PHILADELPHIA,PA,19140,215-457-6666,,https://www.macs.k12.pa.us,SCOTT WALSH,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7540,393449,420003600391,126512960,3313,W13,PREPARATORY CHARTER SCHOOL,"Preparatory Charter School of Mathematics, Science, Technology and Careers","Preparatory Charter School of Mathematics, Science, Technology and Careers",Preparatory Charter,1998,High,Citywide,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,2,"39.92845355, -75.18665686",0,1928 POINT BREEZE AVE,PHILADELPHIA,PA,19145,215-334-6144,,https://prepchs.org,JO ANN MOORE,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7548,,420004100403,126513020,3314,W14,WEST OAK LANE CHARTER SCHOOL,West Oak Lane Charter School,West Oak Lane Charter School,West Oak Lane,1998,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,9,"40.05936358, -75.16363798",0,7115 STENTON AVE,PHILADELPHIA,PA,19138,215-927-7995,,https://www.wolcs.org,CHARLETTA ZEIGLER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7543,,420003900398,126512990,3315,W15,ALLIANCE FOR PROGRESS CHARTER,Alliance For Progress Charter School,Alliance For Progress Charter School,Alliance for Progress,1998,Elementary-Middle,Citywide,00-05,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"39.979731, -75.165471",1,1722 CECIL B MOORE AVE,PHILADELPHIA,PA,19121,215-232-4892,215-232-4893,http://www.afpcs.org,GREGORY WRIGHT,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
7586,393313,420006000502,126513270,3318,W18,FREIRE CHARTER SCHOOL,Freire Charter School,Freire Charter School,Freire,1999,Middle-High,Citywide,05-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"39.95247289, -75.17442259",1,2027 CHESTNUT ST,PHILADELPHIA,PA,19103,215-557-8555,215-557-9051,https://www.freirecharterschool.org,CHRISTOPHER MOORE,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,1,1
7582,393327,420005600496,126513230,3321,W21,"MATH, CIVICS AND SCIENCES","Math, Civics and Sciences Charter School",The Mathematics Civics and Sciences Charter School,Math Civics and Sciences,1999,Elementary-Middle-High,Citywide,01-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,1,"39.961301, -75.160970",0,447 N BROAD ST,PHILADELPHIA,PA,19123,215-923-4880,,https://www.mcscs.org,ANDRE GLENN,Charters,PENG CHAO,N/A,N/A,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1
7587,393452,420006100503,126513280,3322,W22,PHILADELPHIA ACADEMY,Philadelphia Academy Charter School,Philadelphia Academy Charter School,Philadelphia Academy,1999,Elementary-Middle-High,Citywide,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,10,"40.10358436, -75.01109307",1,11000 ROOSEVELT BLVD,PHILADELPHIA,PA,19116,215-676-8320,,https://www.philadelphiaacademy.org,MEGAN SIMMONS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7588,393314,420006200504,126513290,3323,W23,HARDY WILLIAMS ACADEMY CHARTER,Mastery Charter School at Hardy Williams,Hardy Williams Academy Charter School,Mastery Hardy Williams,1999,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,0,,3,"39.941562, -75.226447",0,5400 WARRINGTON AVE,PHILADELPHIA,PA,19143,215-724-2343,,https://www.masterycharter.org/hardyhigh,NAEEMAH SEWARD,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7580,,420005500495,126513210,3326,W26,UNIVERSAL INSTITUTE,Universal Institute Charter School,Universal Institute Charter School,Universal Institute,1999,Elementary-Middle,Citywide,00-08,N/A,0,0,Charter,Universal Companies,Charter Schools,,N/A,N/A,,,0,,2,"39.940931, -75.167940",0,801 S 15TH ST,PHILADELPHIA,PA,19146,215-732-2876,,https://www.universalfamilyofschools.org/universal-institute/,JEFFERY WILLIAMS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7574,393386,420005100488,126513150,3328,W28,"MATH, SCIENCE AND TECHNOLOGY","Mathematics, Science, and Technology Community Charter School (MaST)","Mathematics, Science, and Technology (MaST) Community Charter School",MaST,1999,Elementary-Middle-High,Citywide,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,10,"40.113832, -75.005658",0,1800 BYBERRY RD,PHILADELPHIA,PA,19116,267-348-1100,,https://www.mastccs.org,PHYLLIS SANTIAGO,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7584,,420005800500,126513250,3329,W29,YOUNG SCHOLARS CHARTER SCHOOL,Young Scholars Charter School,Young Scholars Charter School,Young Scholars,1999,Middle,Citywide,06-08,N/A,0,0,Charter,Scholar Academies,Charter Schools,,N/A,N/A,,,0,,5,"39.96734659, -75.14799661",0,900 N MARSHALL ST,PHILADELPHIA,PA,19123,215-232-9727,,https://www.phillyscholars.org,BETH BIRNKRANT,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,0,0
7666,393312,420007700554,126513450,3331,W31,FRANKLIN TOWNE CHARTER SCHOOL,Franklin Towne Charter High School,Franklin Towne Charter High School,Franklin Towne High School,2000,High,Citywide With Criteria,09-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"40.007337, -75.066611",0,5301 TACONY ST,PHILADELPHIA,PA,19137,215-289-5000,215-535-8910,https://hs.franklintowne.org,JOSEPH VENDITTI,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7672,393385,420007900564,126513480,3332,W32,MARIANA BRACETTI ACADEMY,Mariana Bracetti Academy Charter School,Mariana Bracetti Academy Charter School,"Bracetti, Mariana",2000,Elementary-Middle-High,Citywide,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,1,"40.005757, -75.094146",0,1840 TORRESDALE AVE,PHILADELPHIA,PA,19124,215-291-4436,,https://www.mbacs.org,JANA SOMMA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7665,393413,420007600552,126513440,3333,W33,ESPERANZA ACADEMY CHARTER,Esperanza Academy Charter School,Esperanza Academy Charter School,Esperanza Academy,2000,Elementary-Middle-High,Citywide,05-12,00-12,1,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,7,"40.01478539, -75.13232396",1,301 W HUNTING PARK AVE,PHILADELPHIA,PA,19140,215-457-3667,,https://esperanzaacademycs.org,JORGE CALIXTO,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,1,1
7649,392803,420007500531,126513420,3334,W34,NEW FOUNDATIONS CHARTER SCHOOL,New Foundations Charter School,New Foundations Charter School,New Foundations,2000,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,0,0,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,6,"40.035070, -75.024187",1,8001 TORRESDALE AVE,PHILADELPHIA,PA,19136,215-624-8100,,https://www.nfcsonline.org,NICOLE UNEGBU,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7685,390028,420008500586,126510004,3335,W35,PEOPLE FOR PEOPLE CHARTER SCHL,People for People Charter School,People for People Charter School,People for People,2001,Elementary-Middle-High,Citywide,00-12,00-08,0,1,Charter,District Charter,Charter Schools,,N/A,N/A,,,0,,5,"39.96810141, -75.16067477",0,800 N BROAD ST,PHILADELPHIA,PA,19130,215-763-7060,,https://www.pfpcs.org,COREY DWYER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
